Unnamed: 0,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
86244,jeep,Jeep Renegade,grey,03/2018,2018,18990,103,140,Manual,Diesel,,0 g/km,109600.0,"Limited 4WD *NAVI, DAB, ALLWETTER, SHZ*"
47785,dacia,Dacia Sandero,,03/2010,2010,2750,55,75,Manual,Petrol,"5,9 l/100 km",140 g/km,137000.0,1.2 Ambiance Klima
154951,opel,Opel Crossland X,grey,07/2021,2021,26750,96,131,Automatic,Petrol,"4,9 l/100 km",112 g/km,11950.0,Crossland  Elegance Aut. * Navi *
105509,mercedes-benz,Mercedes-Benz ML 320,silver,11/2005,2005,8490,165,224,Automatic,Diesel,"9,6 l/100 km",254 g/km,304705.0,CDI *Finanzierung*
28220,bmw,BMW 530,grey,10/2010,2010,16490,180,245,Automatic,Diesel,"6,1 l/100 km",160 g/km,184525.0,Baureihe 5 Lim. 530d*Head-up*Leder*Schiebe-D*Ahk
34906,bmw,BMW 118,red,12/2016,2016,17400,100,136,Manual,Petrol,,- (g/km),22600.0,Sport-Line
8023,audi,Audi A8,black,02/2013,2013,31000,283,385,Automatic,Diesel,"7,4 l/100 km",- (g/km),205000.0,A8 4.2 TDI DPF quattro tiptronic
136340,nissan,Nissan Qashqai,white,04/2019,2019,14750,103,140,Manual,Petrol,"5,3 l/100 km",122 g/km,104000.0,Qashqai 1.3 DIG-T VISIA
158946,peugeot,Peugeot 407,grey,09/2007,2007,2950,103,140,Automatic,LPG,"8,6 l/100 km",204 g/km,130230.0,Sport*Automatik*LPG*AHK*Tempomat*
98120,mazda,Mazda MX-5,silver,03/2012,2012,13500,93,126,Manual,Petrol,,- (g/km),152000.0,MX-5 1.8 MZR Kaminari
225690,volkswagen,Volkswagen Golf,blue,07/2013,2013,12380,77,105,Manual,Diesel,"4,2 l/100 km",109 g/km,57080.0,"VI Variant TDI, Klimaauto.,PDC v/h Sitzhzg."
14122,audi,Audi A4,black,10/2017,2017,21000,140,190,Manual,Diesel,"4,3 l/100 km",- (g/km),96000.0,2.0 tdi Design 190cv
208683,toyota,Toyota C-HR,blue,02/2020,2020,15450,135,184,Automatic,Hybrid,,- (g/km),20757.0,2.0 Hybrid Style Selection *Navi/Rückfahrkamera*
115826,mercedes-benz,Mercedes-Benz C 220,grey,09/2015,2015,22490,125,170,Automatic,Diesel,,- (g/km),127572.0,C220d LED AHK el.SD Navi Teilleder
133112,mini,MINI Cooper,red,01/2022,2022,25995,100,136,Manual,Petrol,"5,3 l/100 km",120 g/km,3700.0,5-Türer Head-Up DAB LED RFK Navi Shz PDC
150064,opel,Opel Mokka X,silver,10/2018,2018,16500,103,140,Manual,Petrol,"6,6 l/100 km",156 g/km,111678.0,1.4Turbo ON Navi|Sitzhzg|ParkPilot
81855,hyundai,Hyundai i20,white,08/2020,2020,14800,74,101,Manual,Petrol,"5,9 l/100 km",- (g/km),35000.0,i20 aktive
212146,toyota,Toyota Proace,brown,05/2023,2023,47688,130,177,Automatic,Diesel,5 l/100 km,191 g/km,10.0,Verso 2.0 D-4D 177 AT L2 8S Nav SHZ PDC
60874,ford,Ford Transit,blue,05/2013,2013,9999,103,140,Manual,Diesel,,- (g/km),200000.0,350 M TDCi Lkw VA Trend
25085,bmw,BMW 318,grey,09/2005,2005,4700,95,129,Manual,Petrol,,- (g/km),193000.0,i *STEUERKETTE NEU~TÜV NEU~GARANTIE*
58940,ford,Ford Fiesta,black,09/2008,2008,2700,51,69,Manual,Petrol,"6,1 l/100 km",145 g/km,89000.0,Style
74427,ford,Ford Kuga,silver,10/2022,2022,37850,140,190,Automatic,Diesel,"6,4 l/100 km",166 g/km,4210.0,2.0 EcoBlue 4x4 Aut. TITANIUM X
223905,volkswagen,Volkswagen Caddy,blue,04/2012,2012,11990,75,102,Manual,Diesel,"5,7 l/100 km",149 g/km,175000.0,Roncali+Navi+Sitzh.+Alu+PDC+1.Hand
11749,audi,Audi Q5,grey,04/2016,2016,25500,140,190,Automatic,Diesel,"5,7 l/100 km",151 g/km,144000.0,2.0 TDI quattro S-Line Navi Leder Panorama
162410,peugeot,Peugeot 3008,black,02/2020,2020,29990,132,179,Automatic,Diesel,"4,9 l/100 km",129 g/km,23100.0,GT Full LED/Navi/360° Kamera/ Massagesitze
214626,volkswagen,Volkswagen Passat,silver,11/2001,2001,4800,85,116,Automatic,Petrol,"8,4 l/100 km",202 g/km,70602.0,"/GOLF-2,0*FAST-WIE-NEU*1.HAND*A-Wunsch ALLES-NEU"
23812,bmw,BMW 318,black,02/2000,2000,4800,103,140,Manual,Petrol,8 l/100 km,- (g/km),170000.0,318is Sport Edition
150039,opel,Opel Astra,silver,10/2018,2018,12990,77,105,Manual,Petrol,"4,6 l/100 km",130 g/km,121000.0,1.0 Turbo Start/Stop Sports Tourer Edition
10332,audi,Audi A5,green,09/2015,2015,27980,180,245,Automatic,Diesel,"5,9 l/100 km",156 g/km,91400.0,Cabriolet 3.0 TDI quattro individual ACC DCC
81083,hyundai,Hyundai KONA,black,07/2019,2019,18480,88,120,Manual,Petrol,"5,3 l/100 km",120 g/km,31700.0,1.0 T-GDI NAVI+RFK+SHZ+18ZollALU
13115,audi,Audi A4,blue,10/2017,2017,24980,110,150,Automatic,Petrol,"5,7 l/100 km",131 g/km,50817.0,Avant 1.4 TFSI sport Alu LEDScheinw. S-line Nav
190924,skoda,Skoda Fabia,grey,04/2014,2014,8499,63,86,Manual,Petrol,"5,2 l/100 km",123 g/km,112500.0,Combi 1.2 TSI / Monte Carlo
228801,volkswagen,Volkswagen T5 Transporter,silver,02/2014,2014,14999,132,179,Automatic,Diesel,"7,5 l/100 km",199 g/km,196000.0,Kasten Kasten-Kombi (7E)
192096,skoda,Skoda Superb,black,05/2016,2016,23990,140,190,Automatic,Diesel,"5,1 l/100 km",134 g/km,89300.0,Combi 2.0 TDI L&K *Panoramadach*Bi-Xenon*
108234,mercedes-benz,Mercedes-Benz ML 320,white,12/2008,2008,14800,165,224,Automatic,Diesel,"9,4 l/100 km",249 g/km,195000.0,CDI 4Matic 7G-TRONIC
148152,opel,Opel Insignia,silver,08/2017,2017,17990,121,165,Manual,Petrol,6 l/100 km,0 g/km,65516.0,1.5 Turbo Dynamic Klima PDC Kamera
238794,volkswagen,Volkswagen Caddy,grey,04/2019,2019,29460,96,131,Automatic,Petrol,"5,9 l/100 km",133 g/km,75150.0,Caddy 1.4 TSI (5-Si.) DSG Highline
235394,volkswagen,Volkswagen Touran,orange,05/2017,2017,29990,140,190,Automatic,Diesel,"4,7 l/100 km",122 g/km,67000.0,Highline  R-LINE PANORAMA STANDHEIZUNG LED NAVI
176631,renault,Renault Express,grey,02/2023,2023,20850,75,102,Manual,Petrol,"6,4 l/100 km",144 g/km,18.0,"Van 1,3 TCe DAB KLIMA RADIO BLUETOOTH"
106046,mercedes-benz,Mercedes-Benz CLK 320,black,02/2006,2006,1999,165,224,Automatic,Diesel,"7,7 l/100 km",205 g/km,169000.0,CDI Cabrio BI XEN.-SZ LÜ.-LEDER-NAVI-PDC
119032,mercedes-benz,Mercedes-Benz C 250,white,06/2016,2016,29650,150,204,Automatic,Diesel,"4,3 l/100 km",109 g/km,107796.0,d *Frontspoiler * *AMG Line * AMG-Styling *
127300,mercedes-benz,Mercedes-Benz C 63 AMG,silver,02/2021,2021,86900,375,510,Automatic,Petrol,,- (g/km),24763.0,S Cabrio P-Abgas+COM+HiFi+PerfSitze+Night
147898,opel,Opel Insignia,black,07/2017,2017,15999,125,170,Manual,Diesel,"5,3 l/100 km",139 g/km,116000.0,B Sports Tourer INNOVATION
215147,volkswagen,Volkswagen New Beetle,blue,05/2003,2003,4350,75,102,Manual,Petrol,"7,8 l/100 km",185 g/km,158000.0,"Cabriolet 1.6 Highline, el. Verdeck"
126623,mercedes-benz,Mercedes-Benz GLC 200,blue,02/2021,2021,45950,155,211,Automatic,Petrol,"7,3 l/100 km",166 g/km,22400.0,4Matic AMG Line 3x HighEnd Standhzg. AHK
235747,volkswagen,Volkswagen T-Roc,blue,02/2018,2018,19490,85,116,Manual,Petrol,"5,2 l/100 km",132 g/km,75903.0,1.0TSI Style AHK+ACC+NAVI+PDC
243593,volkswagen,Volkswagen T-Cross,beige,05/2022,2022,31970,110,150,Automatic,Petrol,6 l/100 km,138 g/km,12550.0,1.5 TSI DSG Style NAVI AHK LED ALU 18
152937,opel,Opel Corsa,orange,11/2019,2019,13890,74,101,Manual,Petrol,"5,9 l/100 km",134 g/km,29800.0,F 1.2 Turbo Edition FLA LM KAM LED PDC
176226,renault,Renault Captur,white,12/2022,2022,43290,103,140,Automatic,Petrol,"5,6 l/100 km",138 g/km,2001.0,II Techno 1.3 TCe 140 Mild-Hybrid
137963,nissan,Nissan Qashqai,black,01/2023,2023,31990,116,158,Automatic,Petrol,"6,4 l/100 km",144 g/km,500.0,N-CONNECTA 1.3L DIG-T MHEV 158PS Xtronic 4x2
98264,mazda,Mazda 3,black,11/2014,2014,13680,88,120,Manual,Petrol,"5,1 l/100 km",119 g/km,98350.0,Lim. 2.0 KLIMAAUTOMATIK PDC SITZHEIZUNG
80550,hyundai,Hyundai i20,blue,02/2019,2019,12590,62,84,Manual,Petrol,"5,8 l/100 km",132 g/km,56834.0,Select Klima/MF-Lenkrad/BC/ZV eFH.
22320,audi,Audi Q2,red,05/2023,2023,40848,110,150,Automatic,Petrol,6 l/100 km,137 g/km,1110.0,"S line 35 TFSI S tronic MATRIX LED,uvm."
115032,mercedes-benz,Mercedes-Benz C 180,silver,11/2014,2014,18450,115,156,Manual,Petrol,"5,1 l/100 km",118 g/km,107000.0,Parkpilot+Sitzheizung+LM-Felgen
189557,skoda,Skoda Octavia,silver,01/2008,2008,4800,125,170,Manual,Diesel,"5,9 l/100 km",156 g/km,230738.0,Skoda Octavia Combi RS+KLIMAAUTOMATIK+TEILLEDER
94772,land-rover,Land Rover Discovery,grey,09/2018,2018,33700,225,306,Automatic,Diesel,"7,6 l/100 km",201 g/km,103071.0,"5 3.0 SDV6 HSE PANO,Standheizung,AHK,Black-Paket"
148056,opel,Opel Corsa,silver,04/2017,2017,10250,66,90,Automatic,Petrol,"5,9 l/100 km",137 g/km,133211.0,E Active Aut. *1.HAND*INTLINK*SITZHZ*PDC*
129294,mini,MINI One,yellow,08/2008,2008,4500,70,95,Manual,Petrol,"5,3 l/100 km",128 g/km,142825.0,ONE/2.Hand/Klimaanlage/El.Fenster/El.Spiegel/Alu
56086,fiat,Fiat 500X,blue,02/2022,2022,25790,110,150,Automatic,Petrol,"6,9 l/100 km",156 g/km,16416.0,1.3 GSE Yacht Club Capri*LED*Leder*Sound*
37369,bmw,BMW X2,blue,07/2018,2018,22999,170,231,Automatic,Diesel,"5,3 l/100 km",139 g/km,186200.0,xDrive 25 d M Sport*Panorama*LED*NAVI*AHK*
198870,skoda,Skoda Kodiaq,white,05/2020,2020,33800,140,190,Automatic,Diesel,7 l/100 km,182 g/km,60900.0,2.0TDI DSG Sportline 4x4 VIRTUAL+MEMORY+ACC+LED+++
443,alfa-romeo,Alfa Romeo Giulietta,black,05/2012,2012,4790,88,120,Manual,Petrol,"6,4 l/100 km",152 g/km,176835.0,Super KLIMA ALU
229072,volkswagen,Volkswagen Golf,white,07/2014,2014,21990,169,230,Automatic,Petrol,"6,4 l/100 km",149 g/km,94000.0,VII DSG GTI Performance NAVI PANO KAMERA
215855,volkswagen,Volkswagen New Beetle,silver,08/2004,2004,4500,85,116,Automatic,Petrol,"8,7 l/100 km",- (g/km),118000.0,New Beetle 2.0 Miami
39303,bmw,BMW 550,black,02/2019,2019,47999,294,400,Automatic,Diesel,"6,5 l/100 km",172 g/km,67410.0,Touring M550 d xDrive*Aerodynamik-Paket M-Tech
209364,toyota,Toyota Corolla,white,01/2020,2020,25390,132,179,Automatic,Hybrid,,- (g/km),30596.0,x-play
32097,bmw,BMW 320,brown,06/2014,2014,17777,135,184,Automatic,Diesel,"4,9 l/100 km",130 g/km,136400.0,d xDrive Touring Aut. Luxury Line NAVI+LEDER
113060,mercedes-benz,Mercedes-Benz C 220,black,01/2013,2013,8600,125,170,Automatic,Diesel,"6,1 l/100 km",162 g/km,261700.0,C -Klasse T-Modell C 220 T CDI
21357,audi,Audi A4,silver,12/2022,2022,61340,150,204,Automatic,Diesel,"4,7 l/100 km",123 g/km,1000.0,"Matrix LED, Panoramadach"
133502,mini,MINI Cooper SE,red,06/2023,2023,34650,135,184,Automatic,Electric,,203 km Reichweite,1500.0,3-Türer CLASSIC TRIM + PREMIUM PLUS PA
237072,volkswagen,Volkswagen Golf,black,10/2018,2018,42990,85,116,Manual,Petrol,"4,8 l/100 km",109 g/km,117600.0,VII 1.0TSI Join LED+NAVI+SITZHZ+++
178257,seat,SEAT Alhambra,black,06/2014,2014,14900,130,177,Manual,Diesel,"5,8 l/100 km",154 g/km,200000.0,"2,0 TDI ""Style"""
47629,citroen,Citroen Berlingo,white,05/2023,2023,26980,96,131,Manual,Diesel,"4,2 l/100 km",111 g/km,10.0,BlueHDi 130 S&S FEEL PACK M *LAGERWAGEN
173978,renault,Renault Captur,orange,10/2019,2019,14488,66,90,Manual,Petrol,"5,4 l/100 km",150 g/km,30222.0,0.9 TCe 90 Limited  R&Go Klima Temp 16Z
219171,volkswagen,Volkswagen Golf,black,09/2008,2008,3000,77,105,Manual,Diesel,"5,1 l/100 km",135 g/km,251000.0,1.9  Edition
34138,bmw,BMW 420,white,12/2015,2015,30000,135,184,Manual,Diesel,"4,8 l/100 km",126 g/km,63000.0,420d Coupe xDrive Sport Line
170417,renault,Renault Grand Scenic,black,04/2015,2015,13000,81,110,Automatic,Diesel,"4,7 l/100 km",- (g/km),94200.0,Grand Scenic dCi 110 EDC Bose Edition
131230,mini,MINI Cooper S,grey,09/2019,2019,19900,141,192,Manual,Petrol,"6,4 l/100 km",147 g/km,78000.0,All4 Aut. Chili+HUD+RFK+
125465,mercedes-benz,Mercedes-Benz EQC 400,grey,07/2020,2020,56450,300,408,Automatic,Electric,,339 km Reichweite,31500.0,4Matic AMGLine AHK 360° Kamera Distronic Styling
17298,audi,Audi Q3,red,05/2019,2019,33420,140,190,Automatic,Diesel,7 l/100 km,184 g/km,47210.0,2.0 TDI Matrix LED Navi DAB virtual cockpit
140224,opel,Opel,blue,12/2007,2007,4900,84,114,Manual,Diesel,,-/-,390506.0,Vivaro Kastenwagen L1H1
44286,citroen,Citroen DS3,silver,09/2014,2014,8000,60,82,Manual,Petrol,"4,9 l/100 km",- (g/km),61000.0,DS3 Cabrio Pure Tech 82 SoChic
197601,skoda,Skoda Karoq,blue,12/2020,2020,24330,110,150,Automatic,Petrol,"5,2 l/100 km",120 g/km,63511.0,Ambition 1.5 TSI DSG #ACC #LED #DAB
137176,nissan,Nissan Juke,black,06/2022,2022,22970,84,114,Manual,Petrol,5 l/100 km,113 g/km,15.0,1.0 DIG-T  N-Connecta LED SpurH Navi
78144,hyundai,Hyundai i20,white,08/2014,2014,6700,63,86,Manual,Petrol,"4,9 l/100 km",114 g/km,115200.0,FIFA World Cup Edition (PB)
168238,porsche,Porsche 992,black,05/2022,2022,193550,353,480,Automatic,Petrol,"10,8 l/100 km",247 g/km,11234.0,911 Carrera 4 GTS InnoDrive LED-Matrix
250527,volvo,Volvo XC90,white,08/2021,2021,59890,288,392,Automatic,Hybrid,,37 km Reichweite,55300.0,Recharge T8 AWD Inscription Expression 7-Sitzer 19
59723,ford,Ford Focus,black,01/2010,2010,5900,74,101,Manual,Petrol,"6,7 l/100 km",159 g/km,72000.0,Concept Lim. 2 HAND / SCHECKHEFT /KLIMA / TÜV
148107,opel,Opel Zafira,silver,02/2017,2017,15680,88,120,Manual,Diesel,"4,5 l/100 km",119 g/km,69878.0,1.6 CDTI SPORT WINTERPAKET AGR LED KLIMAUT
215278,volkswagen,Volkswagen Bora,black,10/2003,2003,2350,85,116,Manual,Petrol,8 l/100 km,- (g/km),229500.0,2
162132,peugeot,Peugeot 3008,white,04/2019,2019,23990,96,131,Manual,Diesel,"3,8 l/100 km",101 g/km,51700.0,"Allure HDi 130, Full-LED, Navi, SHZ, e-Klappe"
128301,mercedes-benz,Mercedes-Benz GLE 350,silver,12/2022,2022,83990,143,194,Automatic,Diesel Hybrid,"0,8 l/100 km",20 g/km,9611.0,de 4M AMG+NIGHT+PANO+360+AHK+LED+FAHRASS
28808,bmw,BMW 520,white,12/2010,2010,33490,140,190,Automatic,Diesel,,108 g/km,154115.0,d*MPERFORMANCE*MPAKET*KAMERA*CARBON*R19*LED*
180130,seat,SEAT Alhambra,blue,11/2018,2018,28990,110,150,Automatic,Diesel,"5,2 l/100 km",137 g/km,81900.0,"Style Xenon, Standhzg, Navi, Rückfcam"
29969,bmw,BMW 530,blue,06/2012,2012,18800,190,258,Automatic,Diesel,"5,9 l/100 km",156 g/km,180000.0,d Touring~M Sport Paket~Navi~Leder~Automatik
236567,volkswagen,Volkswagen Passat Variant,,05/2018,2018,16999,110,150,Automatic,Petrol,"5,1 l/100 km",119 g/km,127000.0,Highl./NAVI/LED/AHK/PANO/7-G-DSG
91283,kia,Kia Picanto,white,03/2020,2020,11950,49,67,Manual,Petrol,"4,4 l/100 km",101 g/km,34400.0,1.0 Edition7 Klima Fenster el.
245606,volkswagen,Volkswagen T-Cross,grey,05/2023,2023,28440,110,150,Automatic,Petrol,"5,9 l/100 km",133 g/km,10.0,1.5 TSI DSG Style
96854,land-rover,Land Rover Range Rover Sport,grey,04/2023,2023,137899,258,351,Automatic,Diesel,,- (g/km),1900.0,D350 Autobiography
249424,volvo,Volvo S90,white,11/2019,2019,34100,184,250,Automatic,Petrol,"6,6 l/100 km",172 g/km,30095.0,T5 Autom. Inscription*Apple CarPlay*NAVI*AHK
94076,land-rover,Land Rover Defender,black,01/2013,2013,27999,90,122,Manual,Diesel,"11,1 l/100 km",295 g/km,90000.0,2.2 TD *110 Td4*DOKA*PRITSCHE*PICKUP!!
84746,jaguar,Jaguar E-Pace,black,12/2018,2018,32600,132,179,Automatic,Diesel,"6,1 l/100 km",158 g/km,45500.0,D180 AWD Aut. S
41199,bmw,BMW X1,beige,02/2021,2021,30990,110,150,Automatic,Diesel,"4,3 l/100 km",114 g/km,33882.0,X1 sDrive18d Aut. Advantage Navi AHK SHZ
41797,bmw,BMW,black,04/2021,2021,30900,100,136,Automatic,Petrol,"5,3 l/100 km",123 g/km,18700.0,218i Gran Coupé Aut. M Sport -- AHK/ HeadUp
168757,renault,Renault Clio,grey,05/2006,2006,500,43,58,Manual,Petrol,6 l/100 km,143 g/km,219138.0,1.2 Storia
109947,mercedes-benz,Mercedes-Benz E 350,silver,01/2010,2010,16950,200,272,Automatic,Petrol,"9,6 l/100 km",226 g/km,158988.0,4MATIC 7G-TRONIC Elegance DTC H&K RFK SPUR
107298,mercedes-benz,Mercedes-Benz Sprinter,white,05/2007,2007,6999,80,109,Manual,Diesel,"9,4 l/100 km",- (g/km),332523.0,Sprinter 211 CDI 1 Hand LKW 3Tonnen
11158,audi,Audi A5,white,03/2015,2015,27300,180,245,Automatic,Diesel,"5,8 l/100 km",154 g/km,65004.0,Sportback 3.0 TDI quattro S line ACC|Spur|KAM
154875,opel,Opel Grandland X,grey,10/2021,2021,25350,96,131,Automatic,Petrol,"6,7 l/100 km",152 g/km,32500.0,1.2 Start/Stop Automatik Elegance (Z)
234855,volkswagen,Volkswagen Passat Variant,silver,04/2017,2017,11899,88,120,Manual,Diesel,"3,8 l/100 km",96 g/km,183515.0,1.6 TDI Trendline *NAVI*AHK*ACC*SHZ* BlueMotion
83442,hyundai,Hyundai i30,grey,03/2023,2023,24840,88,120,Manual,Petrol,"6,2 l/100 km",141 g/km,100.0,1.0 T-GDI M/T (48V) Connect & GO!
144894,opel,Opel Corsa,grey,10/2015,2015,9799,74,101,Manual,Petrol,"5,1 l/100 km",119 g/km,72000.0,E Innovation ecoFlex NAVI~XENON~LEDER~SHZ
214754,volkswagen,Volkswagen Sharan,blue,08/2002,2002,4199,85,116,Manual,Petrol,"9,7 l/100 km",233 g/km,143000.0,Family 6 Sitze KLIMAAUTOMATIK
96556,land-rover,Land Rover Defender,black,03/2022,2022,125990,386,525,Automatic,Petrol,"12,8 l/100 km",290 g/km,12000.0,90 V8 *Pano *360° *Headup *Keyless
203272,skoda,Skoda Octavia,white,05/2023,2023,38988,180,245,Automatic,Petrol,"6,5 l/100 km",156 g/km,10.0,Combi TSI 245 DSG RS Matrix Nav EHK VirC
156944,opel,Opel Mokka,silver,12/2022,2022,26500,96,131,Automatic,Petrol,,- (g/km),1900.0,Mokka 1.2 DI Turbo Automatik Edition
209571,toyota,Toyota Corolla,grey,05/2021,2021,29990,132,179,Automatic,Hybrid,"3,7 l/100 km",84 g/km,23000.0,TS 2.0 Hybrid Team D *Technik-Paket*Navi*
176844,renault,Renault Megane,black,05/2023,2023,44990,114,155,Automatic,Petrol,"8,5 l/100 km",192 g/km,90.0,R.S. Trophy TCe 300 EDC KLIMAAUTOMATIK
129456,mini,MINI Cooper D Countryman,black,11/2011,2011,6400,82,111,Manual,Diesel,"4,9 l/100 km",- (g/km),91000.0,Mini Cooper
148847,opel,Opel Corsa,blue,11/2018,2018,10890,66,90,Manual,Petrol,"5,7 l/100 km",131 g/km,52550.0,E 1.4-T Active-TEMP) Bremsass Android
58969,ford,Ford Fiesta,black,03/2008,2008,2990,51,69,Manual,Petrol,,- (g/km),143430.0,Style 1.3 Tüv  03.2025 5 türig
58930,ford,Ford Fiesta,grey,07/2008,2008,2950,59,80,Automatic,Petrol,"6,6 l/100 km",157 g/km,283213.0,Style Autom. / E.Fenster / Klima
76556,honda,Honda Civic,red,10/2017,2017,18998,95,129,Automatic,Petrol,5 l/100 km,114 g/km,52700.0,"Lim, R-CAM,Autom.Rally Red,ACC"
185180,seat,SEAT Alhambra,grey,06/2021,2021,39990,110,150,Automatic,Diesel,"5,3 l/100 km",140 g/km,20949.0,2.0 TDI 6-Gang DSG FR Line AHK/Kamera/PANO/DAB/ALU
50351,dacia,Dacia Duster,orange,07/2022,2022,25690,110,150,Manual,Petrol,"6,1 l/100 km",139 g/km,50.0,"II TCe 150 Prestige 4WD Sitzheizung, 360° Kamera,"
186599,seat,SEAT Ateca,grey,06/2022,2022,36290,110,150,Automatic,Petrol,"5,6 l/100 km",127 g/km,10000.0,1.5 TSI ACT Style NAVI*PDC*AHK*BEATS*
45488,citroen,Citroen C4 Cactus,red,05/2019,2019,11999,81,110,Manual,Petrol,"4,6 l/100 km",104 g/km,111874.0,PureTech 110 *NAVI*ALU*KLIMA*PDC*NEBEL*
215009,volkswagen,Volkswagen Polo,silver,02/2002,2002,1890,40,54,Manual,Petrol,"5,8 l/100 km",139 g/km,169000.0,1.2
165715,porsche,Porsche 991,white,01/2015,2015,124990,294,400,Automatic,Petrol,10 l/100 km,237 g/km,29950.0,"911 Carrera 4S 991 Cabriolet, Carbon, Burmester"
102905,mercedes-benz,Mercedes-Benz SLK 200,silver,07/2000,2000,5499,150,204,Manual,Petrol,"9,9 l/100 km",237 g/km,118000.0,Kompressor Roadster Carlsson
241570,volkswagen,Volkswagen ID.3,white,09/2020,2020,34300,150,204,Automatic,Electric,,0 g/km,16600.0,PRO PERFORMANCE 58 KWH AUTOMATIK (+ACC-RADAR+
61630,ford,Ford Focus,blue,04/2014,2014,8600,92,125,Manual,Petrol,5 l/100 km,119 g/km,89000.0,Lim. Titanium
250043,volvo,Volvo XC60,black,02/2020,2020,33990,140,190,Automatic,Diesel,"6,1 l/100 km",160 g/km,99000.0,Inscription D4 Aut.EU6d*LEDER hell*H+K*KAMERA*
18729,audi,Audi A3,yellow,12/2020,2020,31970,110,150,Automatic,Hybrid,,65 km Reichweite,37095.0,Sportback 40 TFSI e S tronic advanced LED
94471,land-rover,Land Rover Range Rover Evoque,grey,07/2017,2017,17900,110,150,Manual,Diesel,"4,8 l/100 km",113 g/km,157383.0,2.0 eD4 Pure Pano
31343,bmw,BMW 118,black,12/2013,2013,12200,125,170,Manual,Petrol,"5,7 l/100 km",- (g/km),79000.0,118i
56701,fiat,Fiat 500,orange,10/2022,2022,16990,51,69,Manual,Petrol,"5,3 l/100 km",120 g/km,100.0,1.0 Hybrid Dolcevita CARPLAY PANORAMADACH BT
137245,nissan,Nissan Qashqai,black,03/2022,2022,28700,103,140,Manual,Petrol,"5,8 l/100 km",131 g/km,7626.0,N-Connecta LED+Around-360°+Winter Paket
172419,renault,Renault Captur,red,07/2018,2018,15988,81,110,Manual,Diesel,"3,7 l/100 km",98 g/km,49440.0,dCi 110 Intens Nav FullLED PDC Temp 17Z
243513,volkswagen,Volkswagen Caddy,beige,04/2022,2022,33980,84,114,Manual,Petrol,"6,5 l/100 km",147 g/km,12300.0,Maxi 1.5 TSI Life LED*ACC*SitzHZ
51655,dodge,Dodge RAM,grey,10/2020,2020,53900,295,401,Automatic,Petrol,,0 g/km,82430.0,"1500 5,7L Gen5 ´BuildtoServe´ LPG Crew Leder"
