Unnamed: 0,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
99093,mazda,Mazda CX-5,grey,09/2018,2018,21580,135,184,Manual,Diesel,"5,2 l/100 km",137 g/km,105266.0,SKYACTIV-D 184 AWD 6GS SPORTS LEDER-S TEC-P GSD
113933,mercedes-benz,Mercedes-Benz E 350,brown,05/2014,2014,23990,185,252,Automatic,Diesel,"5,9 l/100 km",156 g/km,138000.0,4-Matic AMG LINE LEDER* PANORAMA*KAM* LED
28918,bmw,BMW 328,blue,11/2011,2011,18990,180,245,Automatic,Petrol,"6,4 l/100 km",152 g/km,125000.0,i*HUD*360°Cam*Navi-Prof*SHD*Sportsitze*
242098,volkswagen,Volkswagen ID.4,yellow,04/2021,2021,30949,150,204,Automatic,Electric,,0 g/km,53911.0,"°°Pro Perfo 150/77 313,-ohne Anzahlung Navi"
181253,seat,SEAT Mii,white,04/2018,2018,8500,44,60,Manual,Petrol,"4,4 l/100 km",102 g/km,42000.0,Reference-Klima-Scheckheft-1.HAND
115112,mercedes-benz,Mercedes-Benz GLA 200,white,04/2014,2014,17900,115,156,Automatic,Petrol,"5,8 l/100 km",134 g/km,36000.0,Pano Night RCAM Navi
59527,ford,Ford Transit,white,04/2009,2009,6350,103,140,Manual,Diesel,"7,4 l/100 km",196 g/km,217000.0,"TüvAu:Neu,6-Gang,Klima,Temp.140ps 2xSchiebetür"""
148267,opel,Opel Astra,white,05/2017,2017,12790,110,150,Manual,Petrol,"5,5 l/100 km",127 g/km,63000.0,1.4 Turbo Sports Tourer Edition
152858,opel,Opel Crossland X,white,11/2019,2019,18490,96,131,Unknown,Petrol,5 l/100 km,113 g/km,25290.0,"Edition 1.2 Turbo Automatik Navi,PDC"
107890,mercedes-benz,Mercedes-Benz CLK 280,silver,06/2008,2008,11800,170,231,Automatic,Petrol,10 l/100 km,239 g/km,84000.0,Coupe-XENON-LEDER-COMAND-
179396,seat,SEAT Ateca,grey,11/2017,2017,19950,110,150,Manual,Petrol,"5,4 l/100 km",- (g/km),65000.0,1.4 ECO TSI XCELLENCE AHK 360°-Kamera Navi
190121,skoda,Skoda Octavia,blue,10/2012,2012,6499,125,170,Manual,Diesel,"5,7 l/100 km",- (g/km),198893.0,Combi 2.0 TDI DPF RS
120462,mercedes-benz,Mercedes-Benz C 220,silver,11/2017,2017,22790,125,170,Automatic,Diesel,"4,3 l/100 km",114 g/km,84950.0,d T Avantgarde LEDER|NAVI|LED|SHZ| KAMERA|TEMPOMAT
177391,saab,Saab 9-3,blue,05/2008,2008,13990,188,256,Manual,Petrol,"10,6 l/100 km",254 g/km,209560.0,2.8 Turbo V6 Cabrio Aero
120839,mercedes-benz,Mercedes-Benz C 180,white,01/2017,2017,17500,115,156,Automatic,Petrol,5 l/100 km,116 g/km,156700.0,7G-TRONIC Automatik TÜV 08/2023
200342,skoda,Skoda Kodiaq,blue,08/2022,2022,43990,147,200,Automatic,Diesel,"5,9 l/100 km",175 g/km,16019.0,2.0 TDI DSG 4x4 Style
134652,nissan,Nissan 350Z,black,05/2008,2008,24999,230,313,Manual,Petrol,12 l/100 km,- (g/km),95000.0,350 Z Roadster
18299,audi,Audi Q5,white,09/2019,2019,45500,270,367,Automatic,Hybrid,"2,1 l/100 km",- (g/km),72000.0,Q5 55 TFSI e quattro S tronic
99279,mazda,Mazda 6,black,10/2018,2018,22450,121,165,Manual,Petrol,"6,6 l/100 km",150 g/km,44583.0,2.0 SKYACTIVE Exclusive-Line
68421,ford,Ford Kuga,white,11/2018,2018,19139,132,179,Manual,Diesel,"6,1 l/100 km",162 g/km,59752.0,Titanium AWD|Sportsitze vorn|Sicht-Paket
188286,seat,SEAT Leon,grey,02/2023,2023,28490,96,131,Manual,Petrol,"5,5 l/100 km",124 g/km,2.0,ST FR Navi+ACC+Kamera+ParkAss+Winter+LED+PDC+Klima
121126,mercedes-benz,Mercedes-Benz GLC 350,blue,12/2018,2018,66999,190,258,Automatic,Diesel,"8,2 l/100 km",215 g/km,130297.0,d 4M AMG COMAND KAMERA DISTRO LED AHK
227985,volkswagen,Volkswagen Golf Variant,grey,02/2014,2014,11500,77,105,Manual,Diesel,"3,9 l/100 km",102 g/km,80000.0,"Golf 7 - 1.6 TDI BlueMotion Tech. Trendline, AHK"
141879,opel,Opel Zafira,silver,07/2010,2010,7990,103,140,Manual,Petrol,"7,4 l/100 km",175 g/km,115800.0,7 Sitzer+SHZ+PDC+Klima+2.Hnd+Scheckheft
27194,bmw,BMW 335,silver,01/2008,2008,8000,225,306,Automatic,Petrol,"9,6 l/100 km",231 g/km,144000.0,335i Aut.
55650,fiat,Fiat,white,11/2020,2020,29980,103,140,Manual,Diesel,,-/-,11003.0,Ducato 33 L1H1 KaWa verblecht 140Multijet
46348,citroen,Citroen C3,beige,03/2021,2021,14240,60,82,Manual,Petrol,"4,2 l/100 km",97 g/km,57070.0,Feel PureTech 83 + LED + PDC + DAB + BLUETOOTH
246525,volkswagen,Volkswagen Tiguan Allspace,silver,05/2023,2023,41395,110,150,Automatic,Petrol,"6,9 l/100 km",157 g/km,10.0,"LIFE 1.5 TSI DSG Life, 7-Sitzer, Navi, virtual ..."
22802,audi,Audi Q5,white,05/2023,2023,72000,195,265,Automatic,Petrol,"8,9 l/100 km",202 g/km,1550.0,Sportback 45 TFSI qu. S line S tr. +StHz+AHK
189140,seat,SEAT Ibiza,white,01/2023,2023,20898,70,95,Manual,Petrol,"4,8 l/100 km",109 g/km,3000.0,"Style 1.0 TSI / FullLink, PDC, RFK"
173409,renault,Renault Kadjar,grey,12/2019,2019,11950,117,159,Automatic,Petrol,"5,8 l/100 km",137 g/km,39200.0,Bose Edition
174011,renault,Renault Trafic,beige,09/2020,2020,30990,88,120,Manual,Diesel,"5,5 l/100 km",144 g/km,16970.0,"Kasten L1H1 2,8t Komfort Sortimo SR5, LED"
80622,hyundai,Hyundai KONA,yellow,07/2019,2019,18890,88,120,Manual,Petrol,,- (g/km),33900.0,1.0 T-GDI YES!+
68098,ford,Ford Transit Custom,silver,06/2018,2018,31740,77,105,Manual,Diesel,"6,8 l/100 km",159 g/km,97400.0,Kombi 320 L2 Trend
89151,kia,Kia Picanto,white,07/2017,2017,14600,62,84,Automatic,Petrol,"5,9 l/100 km",- (g/km),60000.0,1.2 Aut. GT Line
195903,skoda,Skoda Superb,grey,11/2019,2019,34990,140,190,Automatic,Diesel,"6,7 l/100 km",175 g/km,49374.0,2.0TDI DSG Sportline 4x4 Digt Cock Pano
93183,kia,Kia EV6,white,04/2023,2023,62990,430,585,Automatic,Electric,,546 km Reichweite,5000.0,Elektro 77h GT ACC 4xSHZ STH SpurH LM
224493,volkswagen,Volkswagen Golf GTI,black,04/2012,2012,16500,173,235,Manual,Petrol,"8,1 l/100 km",189 g/km,108142.0,Edition 35 VI (5K1)
18468,audi,Audi Q2,white,04/2019,2019,23840,110,150,Automatic,Petrol,"6,7 l/100 km",152 g/km,30900.0,35 TFSI S-tronic LED AHK CAM
191892,skoda,Skoda Fabia,blue,03/2016,2016,11900,66,90,Manual,Petrol,"4,6 l/100 km",105 g/km,35000.0,1.2 TSI Blau/Weiß
52098,ferrari,Ferrari F430,red,03/2008,2008,249430,375,510,Automatic,Petrol,"15,7 l/100 km",360 g/km,26439.0,F1 Scuderia  F1 Sammlerstück 2. Hd Top
39048,bmw,BMW 125,grey,03/2019,2019,26990,165,224,Automatic,Petrol,"6,2 l/100 km",146 g/km,36000.0,i M Sport Paket Shadow LCI SHZ NAVI PDC Schiebedac
4709,audi,Audi A4,brown,12/2010,2010,6900,140,190,Automatic,Diesel,"6,2 l/100 km",164 g/km,248000.0,Avant 2.7 TDI DPF Ambiente
141314,opel,Opel Zafira,black,11/2009,2009,9750,103,140,Automatic,Petrol,"7,4 l/100 km",177 g/km,106500.0,1.8
84706,jaguar,Jaguar F-Pace,grey,10/2018,2018,37950,184,250,Automatic,Petrol,"8,3 l/100 km",189 g/km,35015.0,25t Prestige AWD In Control Pro1+Park+20Z
219264,volkswagen,Volkswagen Golf,silver,01/2008,2008,4999,59,80,Manual,Petrol,"6,9 l/100 km",164 g/km,111500.0,V Lim. United Klima
150538,opel,Opel Insignia,white,07/2018,2018,18480,121,165,Manual,Petrol,"6,1 l/100 km",139 g/km,96950.0,B ST Innovation 1.5 T Navi PDC Kamera AHK
232356,volkswagen,Volkswagen Polo,black,09/2016,2016,10860,66,90,Manual,Petrol,,- (g/km),65986.0,1.0 TSI COMFORTLINE KLIMA LM ZV
98428,mazda,Mazda CX-5,white,06/2015,2015,8699,110,150,Manual,Diesel,"4,6 l/100 km",122 g/km,248000.0,"Exclusive-Line 2WD ""Klima-Navigation-Tempomat"""
146186,opel,Opel Astra,green,01/2016,2016,15480,110,150,Manual,Petrol,,- (g/km),53300.0,K Dynamic Navi/Kamera/SHZ/DAB/Tempomat
207403,toyota,Toyota Proace,brown,03/2018,2018,30800,110,150,Manual,Diesel,"5,4 l/100 km",- (g/km),84500.0,"Proace 2,0-l-D-4D L2 (8-Si.) Verso Family Comfort"
72953,ford,Ford Kuga,red,07/2021,2021,34990,165,224,Automatic,Hybrid,"1,2 l/100 km",26 g/km,6000.0,PHEV ST-Line X HUD BLIS B&O 2xKamera 4xSHZ
198166,skoda,Skoda Scala,green,03/2020,2020,20980,85,116,Manual,Diesel,"4,1 l/100 km",107 g/km,47424.0,"1.6 TDI Style Navi, LED, Panoramadach"
69664,ford,Ford Focus,red,04/2019,2019,19979,92,125,Automatic,Petrol,"4,2 l/100 km",100 g/km,51000.0,1.0 EcoBoost Vignale Automatik
217181,volkswagen,Volkswagen Golf,black,09/2006,2006,5800,59,80,Manual,Petrol,"6,9 l/100 km",166 g/km,92000.0,V Lim. Trendline **TÜV NEU** NEUER ZAHNRIEM
150186,opel,Opel Vivaro,silver,11/2018,2018,21998,107,145,Manual,Diesel,,0 g/km,128000.0,1.6 S&S Werkstatt L1 H1 Klimaautomat NAVI
71662,ford,Ford Puma,red,12/2020,2020,20500,114,155,Manual,Hybrid,"4,4 l/100 km",99 g/km,17000.0,ST-Line X Hybrid 155PS/Leder/Navi/LED/DAB
179608,seat,SEAT Leon,black,03/2017,2017,20890,213,290,Automatic,Petrol,"6,6 l/100 km",154 g/km,139700.0,LEON 2.0 ST CUPRA 290*AUT*LEDER*NAVI*CAM*ACC*LED
48295,dacia,Dacia Lodgy,blue,09/2017,2017,13650,85,116,Manual,Petrol,"5,5 l/100 km",124 g/km,60000.0,Lodgy Stepway Celebration *AHK*Navi*Bluetooth*1H
65394,ford,Ford Edge,grey,08/2017,2017,22780,155,211,Automatic,Diesel,"5,8 l/100 km",149 g/km,114600.0,"2.0 TDCi 4x4 TITANIUM KEYLESS,PANO,STANDHZ."
124752,mercedes-benz,Mercedes-Benz C 220,silver,04/2019,2019,27999,143,194,Automatic,Diesel,"4,7 l/100 km",123 g/km,81000.0,4MATIC LM AkustikGlas ACC PDC elSitz Spur
237920,volkswagen,Volkswagen Golf,gold,01/2018,2018,19990,110,150,Automatic,Petrol,5 l/100 km,0 g/km,74774.0,VII 1.5 TSI DSG Sound ACC Winterpaket PDC
47875,dacia,Dacia Sandero,grey,01/2012,2012,5999,62,84,Manual,Petrol,"6,7 l/100 km",159 g/km,97415.0,Laureate
204470,smart,smart forTwo,white,03/2018,2018,12490,60,82,Automatic,Electric,,0 g/km,15700.0,coupe electric drive/EQ greenflash passio
70972,ford,Ford Fiesta,blue,06/2020,2020,20500,147,200,Manual,Petrol,"5,9 l/100 km",132 g/km,48000.0,1.5 EcoBoost S
87944,kia,Kia Venga,black,03/2013,2013,9450,66,90,Manual,Petrol,,- (g/km),79000.0,"1,4 Attract *Garantie*119€ mtl."
109705,mercedes-benz,Mercedes-Benz E 220,black,12/2010,2010,8700,125,170,Manual,Diesel,"5,2 l/100 km",- (g/km),240000.0,T CDI DPF BlueEFFICIENCY Elegance AHK
123801,mercedes-benz,Mercedes-Benz E 63 AMG,grey,05/2019,2019,72900,478,650,Automatic,Petrol,"10,8 l/100 km",245 g/km,84550.0,E63 AMG Lim. 4Matic+*Stage1/650*Widescreen*Pano
145405,opel,Opel Corsa,silver,06/2015,2015,11000,66,90,Unknown,Petrol,,- (g/km),19753.0,Winterpaket
149264,opel,Opel Astra,grey,04/2018,2018,19990,110,150,Automatic,Petrol,"5,4 l/100 km",128 g/km,48100.0,K Sports Tourer Edition S/S Allwetter PDC
173628,renault,Renault Clio,black,06/2019,2019,12400,56,76,Manual,Petrol,5 l/100 km,113 g/km,5862.0,"TCe 75, Klima, Navi, Business Paket, DAB+,TÜV Neu"
191707,skoda,Skoda Superb,white,12/2015,2015,19999,140,190,Automatic,Diesel,"4,7 l/100 km",- (g/km),112000.0,Combi 2.0 TDI DSG Style
196707,skoda,Skoda Scala,black,10/2019,2019,27470,85,116,Automatic,Petrol,"5,1 l/100 km",116 g/km,79900.0,1.0 DSG Style*PANO*VIRTUAL*LED*ACC*KESSY
147258,opel,Opel Insignia,grey,10/2017,2017,16990,125,170,Manual,Diesel,"6,5 l/100 km",172 g/km,128141.0,B Country Tourer 2.0 CDTi EXCLUSIVE LED
72581,ford,Ford Kuga,blue,05/2021,2021,26480,165,224,Automatic,Hybrid,"1,2 l/100 km",26 g/km,18652.0,"Hybrid Titanium LED 18"" Navi Unfallfrei"
142405,opel,Opel Corsa,black,05/2011,2011,3150,63,86,Manual,Petrol,"5,3 l/100 km",- (g/km),114000.0,Corsa 1.2 16V (ecoFLEX) Easytronic Selection
124338,mercedes-benz,Mercedes-Benz C 180,black,06/2019,2019,31900,115,156,Automatic,Petrol,"6,3 l/100 km",- (g/km),39000.0,C-Klasse Coupe 9G-TRONIC AMG Line
210293,toyota,Toyota C-HR,blue,09/2022,2022,33880,135,184,Automatic,Hybrid,"5,2 l/100 km",118 g/km,2200.0,"Hybrid ""Team Deutschland"""
106229,mercedes-benz,Mercedes-Benz C 220,silver,05/2006,2006,10250,110,150,Automatic,Diesel,"7,3 l/100 km",194 g/km,229446.0,C -Klasse T-Modell C 220 T CDI Autom./PDC
58424,ford,Ford Focus,silver,07/2006,2006,990,74,101,Manual,Petrol,"6,7 l/100 km",161 g/km,233999.0,Turnier 1.6 Fun
208972,toyota,Toyota Corolla,black,10/2020,2020,23990,90,122,Automatic,Hybrid,"3,3 l/100 km",76 g/km,37600.0,Touring Sport 1.8 Hybrid Comfort
157117,opel,Opel Crossland X,white,05/2022,2022,22490,96,131,Manual,Petrol,"4,7 l/100 km",107 g/km,3680.0,"1,2 Turbo Edition DAB LED KAMERA PDC LHZ SHZ"
243139,volkswagen,Volkswagen T6.1 California,silver,01/2021,2021,66777,110,150,Manual,Diesel,"6,3 l/100 km",- (g/km),33500.0,Traumbulli California T6.1 Coast Edition *Markise*
182721,seat,SEAT Alhambra,black,03/2019,2019,29495,110,150,Automatic,Petrol,"6,6 l/100 km",- (g/km),57500.0,SEAT Alhambra 1.4 TSI DSG Style
155047,opel,Opel Mokka,grey,09/2021,2021,23600,96,131,Manual,Petrol,"4,5 l/100 km",103 g/km,9900.0,"""Premium ELEGANCE"" mit vielen Extras"
183236,seat,SEAT Arona,white,06/2019,2019,24930,110,150,Manual,Petrol,"4,9 l/100 km",112 g/km,36039.0,FR 1.5TSi LED ACC PDC DAB Navi Kessy
139844,opel,Opel Corsa,blue,04/2006,2006,1999,44,60,Manual,Petrol,"5,3 l/100 km",- (g/km),226000.0,Corsa 1.0 12V Edition
203226,skoda,Skoda Kodiaq,white,06/2023,2023,38890,110,150,Automatic,Petrol,"7,2 l/100 km",163 g/km,10.0,"FL Style 1.5 TSI DSG *Garantie, AHK, LED, ACC, 19"
172018,renault,Renault Clio,white,08/2017,2017,10799,66,90,Manual,Petrol,,0 g/km,54300.0,(Energy) TCe 90 Start & Stop INTENS KLIMA NAVI
57266,fiat,Fiat Panda,black,03/2023,2023,16530,51,69,Manual,Petrol,"4,1 l/100 km",93 g/km,99.0,City Plus
93243,kia,Kia Sorento,white,05/2023,2023,50979,169,230,Automatic,Hybrid,"5,4 l/100 km",124 g/km,0.0,1.6 T-GDI Hybrid BOSE NAPPA GLASDACH 360°
144324,opel,Opel Astra,black,06/2014,2014,5299,81,110,Manual,Diesel,"4,5 l/100 km",119 g/km,195000.0,ACTIVE 1.6T 7-Sitzer 19'' Navi
215038,volkswagen,Volkswagen T4,silver,12/2002,2002,21950,75,102,Manual,Diesel,"10,1 l/100 km",268 g/km,190320.0,Golf 1.6 Champ
227493,volkswagen,Volkswagen Passat Variant,blue,10/2014,2014,21490,176,239,Automatic,Diesel,"5,5 l/100 km",145 g/km,107400.0,PASSAT 2.0 TDI DSG HIGHLINE R-LINE LED NAPPA ACC
215470,volkswagen,Volkswagen Golf,silver,11/2003,2003,5900,85,116,Manual,Petrol,"6,7 l/100 km",- (g/km),180000.0,Golf 1.6 FSI Trendline
211378,toyota,Toyota Corolla,silver,11/2022,2022,31580,135,184,Automatic,Hybrid,"3,7 l/100 km",84 g/km,5000.0,2.0 Hybrid Touring Sports Team D Technik
127678,mercedes-benz,Mercedes-Benz GLC 300,blue,11/2022,2022,74950,143,194,Automatic,Diesel Hybrid,,44 km Reichweite,6000.0,de 4M Coupé AMG BURMESTER DISTR 360° AHK
151806,opel,Opel Insignia,black,09/2019,2019,32840,154,209,Automatic,Diesel,"7,1 l/100 km",165 g/km,38287.0,Grand Sport GSi 2.0 4x4 CDTI VOLLAUSTATTUNG/FOLIER
82716,hyundai,Hyundai,red,08/2022,2022,17690,62,84,Manual,Petrol,"5,7 l/100 km",129 g/km,7242.0,Select*Winterpaket*Lenkradheizung*DAB*
64799,ford,Ford S-Max,white,01/2016,2016,20999,154,209,Automatic,Diesel,"5,5 l/100 km",- (g/km),126332.0,2.0 TDCi Bi-Turbo Aut. Titanium
101421,mazda,Mazda MX-5,grey,03/2023,2023,32990,135,184,Manual,Petrol,"6,9 l/100 km",156 g/km,660.0,2.0L SKYACTIV G 184PS KAZARI
131651,mini,MINI Cooper S,black,04/2019,2019,23850,141,192,Automatic,Petrol,"5,6 l/100 km",- (g/km),31000.0,"Sport DKG, LED, JCW, Chili"
125080,mercedes-benz,Mercedes-Benz GLA 200,white,05/2019,2019,26900,115,156,Automatic,Petrol,"6,6 l/100 km",151 g/km,35000.0,"7G-DCT Urban, Navi, Temp, Pano, SHD, AHK, Totw"
74032,ford,Ford Transit Custom,yellow,02/2022,2022,41910,96,131,Automatic,Diesel,"6,9 l/100 km",182 g/km,16000.0,Kombi Trend 320 L2 2.0 l EcoBlue Automatik 8-Sitze
74426,ford,Ford Puma,silver,01/2022,2022,22950,114,155,Manual,Petrol,"5,5 l/100 km",127 g/km,18990.0,ST-LINE 1.0 EcoBoost Hybrid Navi Fahrerassist
175589,renault,Renault Kadjar,blue,02/2022,2022,23788,103,140,Automatic,Petrol,"5,6 l/100 km",127 g/km,22900.0,TCe 140 EDC Black Edition  NAVI SHZ PDC
120414,mercedes-benz,Mercedes-Benz GLC 220,silver,08/2017,2017,28950,125,170,Automatic,Diesel,"5,9 l/100 km",- (g/km),72700.0,GLC 220 d 4Matic 9G-TRONIC Exclusive
195115,skoda,Skoda Kodiaq,white,07/2018,2018,28480,110,150,Automatic,Diesel,"4,9 l/100 km",129 g/km,107400.0,Ambition 2.0 TDI*7-SITZ*PDC*CANTOR*NAVI*
202837,skoda,Skoda Octavia,silver,05/2023,2023,30988,110,150,Automatic,Diesel,"4,5 l/100 km",119 g/km,10.0,Combi 2.0 TDI 150 DSG Amb LED SHZ SunS
72973,ford,Ford Mustang,red,05/2021,2021,40490,331,450,Manual,Petrol,,287 g/km,16000.0,5.0 V8 Coupe * Shelby Look *
143222,opel,Opel Adam,blue,10/2013,2013,6450,51,69,Manual,Petrol,"5,3 l/100 km",126 g/km,147000.0,Jam
211828,toyota,Toyota Yaris Cross,gold,11/2022,2022,28640,85,116,Automatic,Hybrid,"3,2 l/100 km",73 g/km,6500.0,1.5 Hybrid 2WD Team Deutschland
56672,fiat,Fiat Tipo,white,06/2022,2022,22190,74,101,Manual,Petrol,"5,8 l/100 km",131 g/km,500.0,CROSS 1.0 T3 100PS NAVI LED CARPLAY KLIMAAUTO E6DF
188848,seat,SEAT Arona,black,03/2023,2023,21450,81,110,Manual,Petrol,"5,9 l/100 km",114 g/km,50.0,Style
164424,peugeot,Peugeot Rifter,white,02/2023,2023,26288,75,102,Manual,Diesel,"4,3 l/100 km",157 g/km,10.0,1.5 BlueHDi 100 Allure EasyP Temp MFL 16Z
64319,ford,Ford EcoSport,black,01/2016,2016,12970,92,125,Manual,Petrol,"5,4 l/100 km",125 g/km,58700.0,ECOSPORT TITANIUM/SHZ/TEMP/12 MON. GARANTIE
216505,volkswagen,Volkswagen Golf Plus,silver,07/2005,2005,4490,85,116,Manual,Petrol,"7,2 l/100 km",171 g/km,105309.0,"1.6 FSI 2.Hand, TÜV 12/2023 Kundendienst neu"
13928,audi,Audi TT,black,08/2017,2017,26980,132,179,Manual,Petrol,"6,1 l/100 km",142 g/km,44067.0,Roadster Roadster NAVI VIRT XENON SHZ KLIM
214903,volkswagen,Volkswagen Polo,black,02/2002,2002,2400,55,75,Manual,Petrol,"6,4 l/100 km",154 g/km,193500.0,1.4i Sommer+Winterreif+Klima+Sitzheizung+Servo+ABS
28029,bmw,BMW 318,blue,06/2010,2010,13000,105,143,Manual,Petrol,"6,3 l/100 km",147 g/km,174000.0,318i Touring
152436,opel,Opel Corsa,silver,02/2019,2019,12160,66,90,Manual,Petrol,,0 g/km,31535.0,"1.4 Edition - eFH, PDC Klima Fenster el."
39111,bmw,BMW 540,grey,11/2019,2019,36490,250,340,Automatic,Petrol,"7,4 l/100 km",167 g/km,125000.0,i xDrive Luxury Line / LED/Leder/AHK/el.Dach
104419,mercedes-benz,Mercedes-Benz SLK 200,grey,05/2004,2004,11499,120,163,Manual,Petrol,"8,7 l/100 km",- (g/km),69000.0,Kompressor R171 Sommerfahrzeug Cabrio
93659,lamborghini,Lamborghini Aventador,orange,10/2016,2016,599999,552,751,Automatic,Petrol,16 l/100 km,370 g/km,2960.0,SV Roadster*1-HAND*IPE-EXHAUST*
203271,skoda,Skoda Kamiq,white,04/2023,2023,23490,81,110,Manual,Petrol,"5,1 l/100 km",116 g/km,1000.0,1.0 TSI Ambition LED  5J Garantie Kamera P
83846,hyundai,Hyundai i30,silver,02/2023,2023,21450,81,110,Manual,Petrol,6 l/100 km,136 g/km,18.0,III 1.5 DPi ALU DAB KAMERA PDC LHZ SHZ TEMPOMAT
10495,audi,Audi A6,black,10/2015,2015,19490,235,320,Automatic,Diesel,"6,2 l/100 km",166 g/km,208741.0,"3.0 TDI quattro Avant, GARANTIE, TÜV NEU, LED,"
10127,audi,Audi A3,grey,03/2015,2015,19990,110,150,Automatic,Petrol,"4,9 l/100 km",114 g/km,113869.0,Cabriolet S line Sportpaket ultra 1.4 TFSI
16769,audi,Audi A4,blue,05/2019,2019,24500,110,150,Automatic,Diesel,"4,4 l/100 km",- (g/km),49800.0,A4 Avant 35 TDI S tronic
87320,jeep,Jeep Renegade,grey,01/2023,2023,26190,88,120,Manual,Petrol,"6,1 l/100 km",141 g/km,99.0,LIMITED 1.0 T-GDI NAV PARKPAKET CARPLAY
69150,ford,Ford Mondeo,grey,10/2019,2019,15470,110,150,Automatic,Diesel,"5,2 l/100 km",155 g/km,123131.0,"2,0 TDCi Titanium Aut Navi Temp Kamer PDC"
192302,skoda,Skoda Fabia,white,04/2016,2016,10500,55,75,Manual,Petrol,"4,8 l/100 km",109 g/km,44700.0,Fabia Combi 1.0 MPI Ambition
172752,renault,Renault Kadjar,black,06/2018,2018,13380,81,110,Automatic,Diesel,"3,8 l/100 km",99 g/km,94506.0,1.5 dCi Collection Automatik/Kamera/Navi
106296,mercedes-benz,Mercedes-Benz E 220,silver,08/2006,2006,9950,125,170,Automatic,Diesel,"7,1 l/100 km",187 g/km,166500.0,"CDI Elegance, Bi-Xenon, AHK, Klimaautom."
49532,dacia,Dacia Dokker,white,09/2019,2019,14500,75,102,Manual,Petrol,"6,8 l/100 km",156 g/km,53300.0,II Comfort Navi Touch Tempomat
30511,bmw,BMW X5,black,06/2012,2012,24900,225,306,Automatic,Petrol,"10,1 l/100 km",239 g/km,171900.0,xDrive35i M-SPORTPAKET*TOPVIEW*SOFTCLOSE*ACC
124830,mercedes-benz,Mercedes-Benz C 220,silver,05/2019,2019,32880,143,194,Automatic,Diesel,"6,1 l/100 km",159 g/km,65600.0,d 4M T AMG Line+DISTRONIC+COMAND+MULTIBEAM
239628,volkswagen,Volkswagen Golf,black,03/2019,2019,17400,96,131,Manual,Petrol,"4,8 l/100 km",110 g/km,37500.0,"7, 1.5 TSI BluMotion, 130 PS, 37.500 km"
202776,skoda,Skoda Octavia,silver,06/2023,2023,34980,110,150,Automatic,Petrol,"5,5 l/100 km",125 g/km,20.0,Combi 1.5 TSI e-TEC DSG Style / Navi
91651,kia,Kia Ceed / cee'd,silver,11/2021,2021,23490,118,160,Manual,Petrol,"5,5 l/100 km",125 g/km,22800.0,TOP 160 PS LED*Navi*Sitzheizung*PDC*Kamera*uvm ...
14426,audi,Audi Q5,white,05/2017,2017,35980,185,252,Automatic,Petrol,,- (g/km),41560.0,2.0 FSI quattro sport SHZ NAVI MATRIX-LED
248072,volvo,Volvo V90,grey,11/2018,2018,39999,173,235,Automatic,Diesel,,- (g/km),48700.0,D5 AWD Geartronic Momentum
206720,toyota,Toyota Auris,red,08/2016,2016,13990,100,136,Automatic,Hybrid,"3,5 l/100 km",79 g/km,108800.0,4 Executive Hybrid Aut.1.Hd Assistenzsysteme
113283,mercedes-benz,Mercedes-Benz A 200,silver,10/2013,2013,14400,115,156,Manual,Petrol,"5,5 l/100 km",130 g/km,100000.0,A -Klasse A 200 BlueEfficiency
144973,opel,Opel Zafira Tourer,grey,03/2015,2015,9200,100,136,Manual,Diesel,"3,9 l/100 km",- (g/km),184000.0,1.6 CDTI DPF ecoFLEX Start/Stop ENERGY
108280,mercedes-benz,Mercedes-Benz Sprinter,white,09/2008,2008,12200,80,109,Manual,Diesel,,- (g/km),320000.0,309/311/313/315 CDI (906.631/633/635/637) II Kaste
209728,toyota,Toyota Yaris,black,04/2021,2021,39800,192,261,Manual,Petrol,"8,2 l/100 km",186 g/km,28490.0,GR
21907,audi,Audi A1,blue,01/2023,2023,35480,110,150,Automatic,Petrol,"6,3 l/100 km",142 g/km,6000.0,"Sportback 35 TFSI S-Line LP: 42.880,-"
129626,mini,MINI Cooper SD Countryman,black,09/2012,2012,13990,105,143,Automatic,Diesel,"4,8 l/100 km",126 g/km,126008.0,Mini One 1.6D |2.HAND|8-FACH|TOP|
214175,volkswagen,Volkswagen Polo,blue,10/2000,2000,3799,44,60,Manual,Petrol,"6,1 l/100 km",- (g/km),91800.0,1.4 Comfortline / 1. Hand Klimaauto SHZ
49757,dacia,Dacia Duster,silver,07/2020,2020,16490,74,101,Manual,Petrol,"6,5 l/100 km",149 g/km,16000.0,II PRESTIGE  NAVI/PDC/Kamera/Klimaaut.
112542,mercedes-benz,Mercedes-Benz C 250,grey,09/2013,2013,21990,150,204,Automatic,Petrol,"6,4 l/100 km",152 g/km,73000.0,CGI AMG SOUND *SHD*HARMON&KARDON*
241165,volkswagen,Volkswagen up!,black,12/2020,2020,17950,61,83,Automatic,Electric,,0 g/km,13400.0,"e- United Klima, RFK, Alu, Navi, PDC"
114593,mercedes-benz,Mercedes-Benz CLA 200,black,10/2014,2014,19999,115,156,Automatic,Petrol,"5,7 l/100 km",135 g/km,114100.0,Automatik KAMERA/XENON/LEDER/NAVI/SHZ
